age,gender,education_type,income_type,family_status,housing_type,family_members,annual_income,credit_amount,annuity_amount,goods_price,ext_source_1,ext_source_2,ext_source_3,employment_years,dti_ratio,lti_ratio,ext_source_mean,TARGET
58,M,Incomplete higher,Commercial associate,Civil marriage,House / apartment,3,159560.84,811172.74,42204.04,918858.94,0.5575,0.9115,0.6731,2.09,0.2645,5.0838,0.714,0
23,F,Secondary / secondary special,Pensioner,Married,House / apartment,1,349663.08,483909.95,19142.97,397903.04,0.761,0.8872,0.7592,5.7,0.0547,1.3839,0.8025,0
60,F,Higher education,Pensioner,Single / not married,House / apartment,5,70129.72,414976.16,31109.66,384582.97,0.4429,0.6396,0.4324,5.87,0.4436,5.9172,0.505,1
51,M,Secondary / secondary special,Working,Single / not married,House / apartment,2,437297.13,664994.48,26734.21,642237.64,0.9001,0.8917,0.7403,2.62,0.0611,1.5207,0.844,0
61,M,Higher education,Working,Married,House / apartment,2,354039.75,189682.0,5811.9,189019.93,0.6473,0.9282,0.5233,0.85,0.0164,0.5358,0.6996,0
57,F,Secondary / secondary special,Working,Married,With parents,3,188734.46,450991.43,19982.4,463835.41,0.5784,0.7463,0.6005,17.27,0.1059,2.3895,0.6418,0
22,F,Secondary / secondary special,Working,Married,Rented apartment,4,94418.51,892420.96,29236.68,735575.7,0.5228,0.8637,0.6106,4.48,0.3096,9.4517,0.6657,1
22,F,Secondary / secondary special,Working,Married,Municipal apartment,3,88345.7,265138.88,19959.06,272552.75,0.5745,0.9427,0.3486,2.67,0.2259,3.0011,0.6219,1
59,F,Secondary / secondary special,Commercial associate,Married,House / apartment,3,105347.02,971945.62,32094.08,993913.39,0.557,0.5697,0.3485,2.39,0.3046,9.226,0.4918,1
62,M,Lower secondary,Working,Married,Municipal apartment,3,178603.52,1268175.24,45506.89,1182332.0,0.9261,0.7408,0.5549,2.19,0.2548,7.1005,0.7406,1
64,M,Higher education,Commercial associate,Single / not married,House / apartment,4,101152.57,95912.44,3813.35,104195.9,0.9303,0.8256,0.7856,7.81,0.0377,0.9482,0.8472,0
54,F,Incomplete higher,Commercial associate,Single / not married,House / apartment,5,308923.04,244979.69,8805.62,203074.53,0.643,0.8127,0.7248,1.61,0.0285,0.793,0.7268,0
62,F,Secondary / secondary special,Working,Married,House / apartment,3,447522.19,510787.16,29640.52,532200.24,0.4492,0.8525,0.894,7.41,0.0662,1.1414,0.7319,0
40,F,Lower secondary,Working,Single / not married,Municipal apartment,1,83097.72,403243.92,27560.39,366519.25,0.5551,0.8048,0.3826,2.32,0.3317,4.8526,0.5808,1
53,F,Secondary / secondary special,Working,Married,House / apartment,1,276292.77,202568.5,10174.29,212801.06,0.8068,0.7994,0.7265,0.76,0.0368,0.7332,0.7775,0
24,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,97543.3,358529.39,17766.43,309020.13,0.3395,0.7408,0.6169,9.34,0.1821,3.6756,0.5657,1
65,F,Secondary / secondary special,Working,Single / not married,House / apartment,3,302755.22,835265.29,44216.37,864257.89,0.5807,0.9651,0.6875,3.95,0.146,2.7589,0.7444,0
64,F,Incomplete higher,Working,Civil marriage,House / apartment,3,195128.83,998223.64,71980.69,1010906.67,0.7716,0.7974,0.7024,15.54,0.3689,5.1157,0.7571,0
31,F,Secondary / secondary special,State servant,Single / not married,House / apartment,6,159201.79,956298.93,31245.12,780086.07,0.6373,0.8551,0.7159,3.69,0.1963,6.0068,0.7361,0
62,M,Secondary / secondary special,Pensioner,Married,House / apartment,3,310500.05,236567.89,21188.39,214975.56,0.7505,0.7382,0.3934,9.97,0.0682,0.7619,0.6274,0
67,F,Secondary / secondary special,Pensioner,Single / not married,House / apartment,4,108684.97,616598.66,54307.06,631843.06,0.9652,0.8918,0.6803,14.61,0.4997,5.6732,0.8458,1
25,F,Secondary / secondary special,Pensioner,Married,House / apartment,5,240129.5,816997.7,48517.02,776100.87,0.4972,0.4425,0.7447,3.54,0.202,3.4023,0.5615,0
45,M,Incomplete higher,Pensioner,Single / not married,House / apartment,2,235970.56,608459.4,21887.05,681360.55,0.6166,0.576,0.5409,5.38,0.0928,2.5785,0.5779,0
57,F,Higher education,Working,Separated,House / apartment,2,200944.24,792642.47,50093.46,657497.7,0.8577,0.7876,0.7859,6.98,0.2493,3.9446,0.8104,0
54,M,Higher education,Working,Married,Municipal apartment,3,131282.43,580528.89,44741.3,519978.43,0.5535,0.8778,0.3833,8.51,0.3408,4.422,0.6049,0
29,F,Secondary / secondary special,Working,Married,House / apartment,3,61011.03,323829.15,21825.31,359203.33,0.6402,0.6556,0.8056,3.01,0.3577,5.3076,0.7004,1
26,F,Secondary / secondary special,Pensioner,Married,House / apartment,2,33935.13,276682.55,21487.5,229750.73,0.7991,0.8086,0.6114,16.8,0.6332,8.153,0.7397,1
38,F,Higher education,Pensioner,Married,With parents,4,126418.96,842894.16,39093.79,881976.75,0.6459,0.8255,0.6986,2.54,0.3092,6.6674,0.7233,1
34,F,Secondary / secondary special,Working,Married,House / apartment,6,449138.64,314054.63,12498.17,293604.04,0.5424,0.7736,0.8114,4.0,0.0278,0.6992,0.7091,0
39,M,Secondary / secondary special,State servant,Single / not married,House / apartment,2,226994.28,434544.74,25130.27,358397.61,0.6794,0.6953,0.9613,4.02,0.1107,1.9143,0.7787,0
34,M,Higher education,Working,Civil marriage,House / apartment,2,165079.62,746560.74,28053.4,737394.95,0.8801,0.7064,0.4743,1.13,0.1699,4.5224,0.6869,1
60,F,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,90483.08,332155.84,26369.33,378795.76,0.6006,0.5041,0.4066,2.52,0.2914,3.6709,0.5038,1
37,M,Incomplete higher,Commercial associate,Married,Municipal apartment,3,195825.93,693896.64,34744.19,740664.78,0.785,0.793,0.6911,6.6,0.1774,3.5434,0.7564,0
55,F,Secondary / secondary special,Working,Separated,With parents,3,229479.62,425411.64,31193.23,419766.99,0.5842,0.99,0.8475,3.94,0.1359,1.8538,0.8073,0
49,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,257028.6,955627.38,80758.92,933511.53,0.8204,0.6827,0.5952,1.76,0.3142,3.718,0.6995,1
62,F,Higher education,Commercial associate,Married,House / apartment,2,121375.57,1171662.63,48859.71,1280061.47,0.4689,0.743,0.7799,1.75,0.4025,9.6531,0.6639,1
37,M,Incomplete higher,Commercial associate,Single / not married,House / apartment,1,207670.64,215162.04,9624.59,224730.33,0.6673,0.8709,0.8969,7.02,0.0463,1.0361,0.8117,0
63,F,Secondary / secondary special,Working,Single / not married,Rented apartment,5,224003.43,274803.17,10030.48,242195.13,0.6865,0.9269,0.6678,14.88,0.0448,1.2268,0.7604,0
28,F,Secondary / secondary special,Pensioner,Single / not married,House / apartment,3,364916.98,1285280.22,39595.93,1295303.33,0.777,0.9579,0.8309,0.82,0.1085,3.5221,0.8553,0
21,M,Higher education,Commercial associate,Separated,House / apartment,3,139888.82,376601.62,12546.14,368250.47,0.7599,0.7813,0.5855,17.16,0.0897,2.6921,0.7089,0
65,F,Secondary / secondary special,Working,Single / not married,House / apartment,5,199497.69,878013.23,36453.05,791313.02,0.596,0.99,0.7582,11.14,0.1827,4.4011,0.7814,1
56,F,Secondary / secondary special,Pensioner,Married,House / apartment,6,241879.66,337850.6,29238.57,357320.92,0.6892,0.8,0.7029,19.96,0.1209,1.3968,0.7307,0
27,F,Incomplete higher,Working,Married,House / apartment,1,132596.96,258730.43,16534.33,293638.5,0.9111,0.6157,0.6043,0.57,0.1247,1.9512,0.7104,0
66,M,Higher education,Working,Married,House / apartment,4,76040.61,606204.71,47663.03,671257.96,0.5739,0.7264,0.3612,0.57,0.6268,7.972,0.5538,1
25,F,Higher education,Working,Married,With parents,3,280944.03,345089.01,29413.5,345841.92,0.4456,0.8577,0.7125,4.75,0.1047,1.2283,0.6719,0
44,M,Higher education,Working,Married,Rented apartment,1,241148.66,405597.27,13350.85,431247.3,0.8051,0.423,0.7469,0.83,0.0554,1.6819,0.6584,0
48,M,Secondary / secondary special,Pensioner,Married,House / apartment,2,143719.15,349082.44,19845.62,351996.49,0.7112,0.901,0.4979,5.46,0.1381,2.4289,0.7034,0
63,F,Higher education,Working,Married,With parents,4,183557.14,92204.42,4723.47,91197.74,0.8509,0.6813,0.3422,6.25,0.0257,0.5023,0.6248,0
37,M,Lower secondary,Working,Married,House / apartment,4,266923.09,358707.84,20377.11,296511.1,0.6066,0.756,0.3364,4.26,0.0763,1.3439,0.5663,0
57,M,Higher education,Working,Single / not married,Municipal apartment,5,161283.16,955521.34,35531.15,949303.88,0.6659,0.3251,0.4765,2.14,0.2203,5.9245,0.4892,1
40,F,Secondary / secondary special,Pensioner,Single / not married,Rented apartment,3,232440.55,164585.05,14647.71,173462.89,0.7149,0.6598,0.8801,4.58,0.063,0.7081,0.7516,0
23,F,Secondary / secondary special,Working,Married,With parents,2,108860.63,1023255.55,67505.09,1018924.14,0.575,0.8321,0.8011,4.08,0.6201,9.3996,0.7361,1
57,M,Secondary / secondary special,Pensioner,Married,House / apartment,3,177238.1,242411.22,21151.67,245783.01,0.7221,0.8733,0.8404,5.95,0.1193,1.3677,0.8119,0
46,F,Incomplete higher,Commercial associate,Civil marriage,House / apartment,6,168193.98,623888.95,36612.24,525620.53,0.8197,0.8673,0.6806,1.39,0.2177,3.7093,0.7892,0
35,F,Secondary / secondary special,Working,Married,House / apartment,4,298721.57,602248.69,28835.12,503449.41,0.8931,0.9801,0.6585,5.1,0.0965,2.0161,0.8439,0
28,F,Higher education,Commercial associate,Married,House / apartment,1,82183.23,347378.59,25150.59,334388.5,0.67,0.7216,0.6504,9.17,0.306,4.2268,0.6806,1
33,F,Higher education,Working,Single / not married,House / apartment,2,196592.86,191740.58,8154.84,156014.91,0.8039,0.8533,0.5465,3.52,0.0415,0.9753,0.7346,0
23,M,Incomplete higher,Working,Single / not married,House / apartment,2,171150.24,273471.01,21690.82,300442.43,0.8859,0.5387,0.6199,5.74,0.1267,1.5978,0.6815,0
21,F,Lower secondary,Commercial associate,Married,House / apartment,3,441552.3,191025.38,16731.46,154736.71,0.891,0.4983,0.1775,7.3,0.0379,0.4326,0.5223,0
29,F,Higher education,Pensioner,Married,House / apartment,2,88177.7,407455.93,21486.88,334497.56,0.824,0.5704,0.9422,13.71,0.2437,4.6208,0.7789,0
51,F,Secondary / secondary special,Commercial associate,Married,With parents,3,190294.74,522717.2,29601.29,555005.52,0.7123,0.8497,0.5352,3.63,0.1556,2.7469,0.6991,1
61,M,Secondary / secondary special,Working,Single / not married,House / apartment,4,83119.75,545567.6,20822.44,496790.48,0.6269,0.9787,0.6911,5.41,0.2505,6.5636,0.7656,1
46,M,Secondary / secondary special,Working,Single / not married,House / apartment,3,120191.01,245083.61,19765.05,244467.19,0.5754,0.9091,0.7553,0.67,0.1644,2.0391,0.7466,0
37,M,Lower secondary,Pensioner,Married,House / apartment,2,322898.75,275215.15,15046.68,222692.98,0.9557,0.9379,0.2433,9.93,0.0466,0.8523,0.7123,0
54,F,Higher education,Working,Married,House / apartment,2,142438.66,135082.69,7213.35,121915.25,0.8687,0.6304,0.8143,4.69,0.0506,0.9484,0.7711,0
29,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,506561.79,213222.72,9251.25,211163.53,0.8567,0.5978,0.8468,9.77,0.0183,0.4209,0.7671,0
33,M,Secondary / secondary special,Working,Married,House / apartment,3,248314.64,564215.25,50092.29,493818.87,0.6195,0.9185,0.3946,7.01,0.2017,2.2722,0.6442,0
25,F,Secondary / secondary special,Commercial associate,Separated,House / apartment,4,176712.86,116492.3,7410.65,119622.53,0.6728,0.6417,0.4378,13.59,0.0419,0.6592,0.5841,0
61,F,Secondary / secondary special,State servant,Married,Rented apartment,1,142009.84,511354.85,40692.68,544548.31,0.8617,0.7561,0.3339,7.37,0.2865,3.6008,0.6506,0
33,M,Secondary / secondary special,Working,Married,House / apartment,3,128434.64,480324.58,26286.44,442533.18,0.7885,0.6926,0.4895,2.34,0.2047,3.7398,0.6569,0
21,F,Higher education,Commercial associate,Married,House / apartment,3,273970.84,170203.75,10710.31,153346.43,0.6154,0.9551,0.6663,5.25,0.0391,0.6212,0.7456,0
45,M,Secondary / secondary special,Pensioner,Single / not married,House / apartment,4,75144.65,676629.37,23916.87,699539.96,0.3609,0.6046,0.7411,17.14,0.3183,9.0042,0.5689,1
67,M,Secondary / secondary special,Pensioner,Single / not married,House / apartment,3,234267.58,239389.12,14195.64,247873.76,0.5176,0.7723,0.5412,3.63,0.0606,1.0219,0.6104,0
24,F,Higher education,State servant,Civil marriage,House / apartment,4,338689.82,596228.47,29541.25,521886.06,0.7226,0.8955,0.511,3.46,0.0872,1.7604,0.7097,0
56,M,Higher education,Working,Married,Municipal apartment,4,62074.91,1253870.32,64923.05,1085257.54,0.8662,0.9134,0.7102,10.36,1.0459,20.199,0.8299,1
30,F,Secondary / secondary special,Working,Single / not married,House / apartment,3,132923.85,625678.43,23792.84,713123.72,0.8078,0.5424,0.7272,5.5,0.179,4.707,0.6925,0
48,M,Higher education,Working,Married,House / apartment,2,114776.65,827348.54,57507.87,869931.26,0.7835,0.8424,0.9047,2.53,0.501,7.2083,0.8435,1
26,M,Secondary / secondary special,Working,Single / not married,House / apartment,6,214074.76,814446.16,30001.23,721604.4,0.9283,0.8183,0.7747,10.48,0.1401,3.8045,0.8405,0
47,F,Incomplete higher,Pensioner,Married,House / apartment,2,57930.48,943145.53,81892.82,972503.1,0.7061,0.9039,0.8077,5.34,1.4136,16.2804,0.8059,1
32,F,Higher education,Working,Married,House / apartment,4,108970.72,322612.42,16933.01,283161.19,0.9023,0.9332,0.6474,1.29,0.1554,2.9605,0.8276,0
23,F,Secondary / secondary special,Pensioner,Separated,House / apartment,3,89250.87,134287.89,8852.32,146062.98,0.4627,0.6529,0.6076,0.37,0.0992,1.5046,0.5744,0
66,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,84221.25,346177.32,21845.33,351654.11,0.6332,0.8062,0.4542,8.09,0.2594,4.1103,0.6312,1
53,M,Secondary / secondary special,Commercial associate,Civil marriage,House / apartment,3,118756.57,374777.54,31672.46,341770.62,0.3985,0.8571,0.8098,0.67,0.2667,3.1558,0.6885,0
30,M,Higher education,Working,Married,With parents,1,238591.24,786843.05,26427.1,743388.52,0.8322,0.8639,0.31,3.06,0.1108,3.2979,0.6687,1
51,F,Lower secondary,Commercial associate,Married,With parents,2,107502.32,431315.32,25209.75,487608.34,0.8018,0.633,0.9364,9.92,0.2345,4.0121,0.7904,0
35,F,Secondary / secondary special,Pensioner,Civil marriage,House / apartment,3,82456.22,330463.36,19760.74,331248.21,0.9142,0.6561,0.6683,2.34,0.2396,4.0077,0.7462,0
27,F,Higher education,Working,Married,House / apartment,1,251444.54,182071.99,14913.36,181276.55,0.9276,0.6026,0.2894,0.77,0.0593,0.7241,0.6065,0
56,F,Secondary / secondary special,Pensioner,Married,House / apartment,5,544194.02,325689.34,23801.04,289239.53,0.6247,0.6335,0.8673,0.73,0.0437,0.5985,0.7085,0
34,F,Secondary / secondary special,Working,Married,House / apartment,3,242692.46,250617.02,20151.41,233183.07,0.6474,0.6244,0.6852,0.94,0.083,1.0326,0.6523,0
34,F,Incomplete higher,Working,Married,With parents,1,151990.49,357866.91,29871.75,394742.38,0.4338,0.8673,0.6308,2.79,0.1965,2.3545,0.644,0
23,M,Lower secondary,Working,Separated,House / apartment,4,205278.89,134982.69,4609.33,134066.8,0.8706,0.4986,0.5776,1.27,0.0225,0.6576,0.6489,0
66,M,Higher education,Commercial associate,Married,House / apartment,2,80251.49,1306290.26,109815.63,1366588.28,0.9575,0.6726,0.9119,2.04,1.3684,16.2773,0.8473,1
23,M,Secondary / secondary special,Pensioner,Separated,House / apartment,2,245060.85,346935.03,15794.3,324237.15,0.9878,0.9323,0.8832,9.32,0.0645,1.4157,0.9344,0
42,M,Lower secondary,Pensioner,Civil marriage,With parents,3,263510.24,380338.02,21059.73,422978.65,0.7474,0.6404,0.8639,3.96,0.0799,1.4433,0.7506,0
39,M,Secondary / secondary special,Working,Married,House / apartment,4,187697.79,1063238.18,87349.01,987457.15,0.8515,0.9133,0.8264,3.11,0.4654,5.6646,0.8637,1
55,M,Secondary / secondary special,Commercial associate,Separated,House / apartment,5,209371.12,311181.17,10396.44,277647.48,0.8787,0.7394,0.5594,2.48,0.0497,1.4863,0.7258,1
32,M,Secondary / secondary special,Working,Single / not married,House / apartment,2,164036.44,367879.99,14070.12,382769.86,0.603,0.7477,0.6505,6.88,0.0858,2.2427,0.6671,0
25,M,Higher education,Commercial associate,Civil marriage,House / apartment,3,180506.49,834272.48,40235.04,900733.08,0.4204,0.6503,0.5441,0.16,0.2229,4.6218,0.5383,1
30,M,Secondary / secondary special,Working,Civil marriage,House / apartment,2,150283.78,432665.2,33795.76,384012.28,0.5962,0.8504,0.9314,12.63,0.2249,2.879,0.7927,0
61,M,Lower secondary,Pensioner,Married,Rented apartment,1,294863.25,440656.2,24373.75,423968.47,0.8523,0.8618,0.6731,5.17,0.0827,1.4944,0.7958,0
53,M,Higher education,Working,Civil marriage,House / apartment,5,138437.59,350386.22,17079.71,307218.52,0.5998,0.5147,0.6542,5.77,0.1234,2.531,0.5896,0
33,M,Secondary / secondary special,Working,Married,House / apartment,2,214027.83,863455.99,62850.36,806216.05,0.7011,0.9223,0.444,4.97,0.2937,4.0343,0.6891,1
55,M,Lower secondary,Pensioner,Single / not married,House / apartment,3,233397.59,1103345.79,86754.25,1102460.76,0.797,0.8717,0.7982,2.2,0.3717,4.7273,0.8223,1
52,F,Higher education,Working,Married,House / apartment,3,119421.56,503474.11,29357.21,553096.98,0.6403,0.6948,0.6761,1.06,0.2458,4.2159,0.6704,0
31,M,Secondary / secondary special,Working,Single / not married,House / apartment,3,118362.96,264094.47,8509.04,246723.57,0.8687,0.7615,0.8008,6.39,0.0719,2.2312,0.8103,0
58,F,Secondary / secondary special,Pensioner,Married,Municipal apartment,4,779973.15,305328.64,24043.54,293465.89,0.6177,0.761,0.7895,1.45,0.0308,0.3915,0.7227,0
44,F,Higher education,Working,Married,With parents,2,136924.94,821489.04,56441.34,684921.38,0.6665,0.7483,0.6992,0.5,0.4122,5.9995,0.7047,1
55,M,Higher education,Working,Single / not married,House / apartment,3,251567.68,432540.22,26390.11,412243.03,0.7644,0.8713,0.8279,0.75,0.1049,1.7194,0.8212,0
39,M,Higher education,Pensioner,Married,House / apartment,3,234169.16,290790.75,17454.69,306292.55,0.8522,0.9511,0.9476,4.82,0.0745,1.2418,0.917,0
26,M,Secondary / secondary special,State servant,Single / not married,House / apartment,6,158428.59,192829.86,8792.32,191884.83,0.6723,0.85,0.5205,0.62,0.0555,1.2171,0.6809,0
60,M,Higher education,Pensioner,Single / not married,House / apartment,4,287430.23,573862.92,35134.61,637537.11,0.6893,0.7505,0.5092,5.66,0.1222,1.9965,0.6497,0
65,F,Secondary / secondary special,Working,Married,House / apartment,5,83979.96,1351795.64,99043.43,1355303.85,0.8172,0.9253,0.5294,0.08,1.1794,16.0965,0.7573,1
64,F,Higher education,Pensioner,Single / not married,Municipal apartment,2,183902.44,302610.2,10379.09,300171.47,0.8246,0.7819,0.8327,7.82,0.0564,1.6455,0.8131,0
62,F,Higher education,Working,Single / not married,House / apartment,3,77226.74,256432.05,10144.25,263897.98,0.8701,0.8915,0.7097,0.12,0.1314,3.3205,0.8238,0
55,F,Lower secondary,Pensioner,Single / not married,With parents,3,123758.56,338651.69,22417.89,365715.7,0.6647,0.8808,0.3414,3.08,0.1811,2.7364,0.6289,0
24,M,Higher education,Working,Single / not married,House / apartment,4,262357.92,532101.07,19680.78,431232.82,0.8669,0.6765,0.8024,0.65,0.075,2.0281,0.7819,0
53,M,Secondary / secondary special,Working,Married,House / apartment,2,177418.58,356046.52,25618.44,374058.3,0.6265,0.3754,0.4504,0.11,0.1444,2.0068,0.4841,0
33,F,Higher education,Pensioner,Married,House / apartment,3,151045.65,458581.0,31638.18,394658.64,0.6031,0.792,0.7534,4.5,0.2095,3.036,0.7161,0
56,F,Secondary / secondary special,Pensioner,Separated,House / apartment,1,101226.12,892053.3,48241.92,733384.19,0.5893,0.7559,0.7966,1.93,0.4766,8.8124,0.7139,1
63,M,Secondary / secondary special,Working,Married,House / apartment,2,224867.62,352503.79,27074.02,361311.38,0.8606,0.5612,0.7893,3.91,0.1204,1.5676,0.7371,0
39,F,Secondary / secondary special,Working,Married,House / apartment,2,138887.11,287392.41,13863.46,305510.26,0.498,0.8807,0.7863,9.34,0.0998,2.0692,0.7217,0
63,M,Secondary / secondary special,State servant,Separated,With parents,1,208676.97,254582.65,22219.42,255115.44,0.8148,0.8118,0.6315,5.64,0.1065,1.22,0.7527,0
32,M,Secondary / secondary special,Working,Married,House / apartment,1,271056.53,559969.56,17388.99,547062.98,0.7939,0.6753,0.7016,11.45,0.0642,2.0659,0.7236,0
31,F,Higher education,Working,Married,With parents,3,100263.1,467687.55,17062.31,422118.41,0.7621,0.8557,0.7431,10.16,0.1702,4.6646,0.787,1
26,F,Higher education,Working,Separated,Municipal apartment,1,320868.52,513390.4,33555.67,440288.74,0.6046,0.8178,0.6435,5.83,0.1046,1.6,0.6886,0
32,F,Secondary / secondary special,Working,Single / not married,House / apartment,1,207118.07,381560.68,26521.78,377440.52,0.7152,0.3124,0.5892,0.52,0.1281,1.8422,0.539,0
47,M,Secondary / secondary special,Working,Married,House / apartment,1,402424.18,300139.85,26878.54,319889.61,0.3696,0.7794,0.7589,5.24,0.0668,0.7458,0.636,0
61,M,Secondary / secondary special,State servant,Married,House / apartment,3,106667.74,1053767.03,46840.25,972247.12,0.8601,0.7153,0.7982,7.33,0.4391,9.8789,0.7912,1
45,M,Higher education,Working,Married,With parents,3,298753.07,126911.18,9722.43,112587.03,0.5718,0.5177,0.3071,12.46,0.0325,0.4248,0.4655,0
62,F,Higher education,Working,Married,House / apartment,4,870551.19,795037.01,34704.4,781375.4,0.8605,0.6066,0.9456,11.15,0.0399,0.9133,0.8042,0
23,M,Incomplete higher,Working,Married,Rented apartment,2,252264.43,310895.07,27114.61,256111.39,0.5598,0.8656,0.7493,13.21,0.1075,1.2324,0.7249,0
23,F,Higher education,Working,Married,House / apartment,3,186844.63,345530.5,19442.9,385906.05,0.678,0.8124,0.7293,6.51,0.1041,1.8493,0.7399,0
40,M,Secondary / secondary special,Working,Married,House / apartment,4,255421.96,225162.0,7452.36,230302.29,0.6565,0.7941,0.9401,2.04,0.0292,0.8815,0.7969,0
48,M,Secondary / secondary special,Pensioner,Separated,House / apartment,3,590732.14,620450.33,27050.58,600287.51,0.6495,0.5356,0.5167,8.99,0.0458,1.0503,0.5673,0
43,F,Incomplete higher,Working,Separated,House / apartment,2,55308.84,526580.23,27813.9,515088.07,0.9132,0.4637,0.6759,2.94,0.5029,9.5206,0.6843,1
23,F,Lower secondary,State servant,Married,House / apartment,3,50390.53,855362.47,42689.61,855156.03,0.799,0.5675,0.7258,28.59,0.8472,16.9743,0.6975,1
62,M,Secondary / secondary special,Commercial associate,Married,With parents,4,155130.84,834056.38,45938.44,952708.48,0.7374,0.7821,0.5189,27.87,0.2961,5.3764,0.6795,1
44,F,Secondary / secondary special,Commercial associate,Separated,House / apartment,4,181543.24,1200737.44,81104.72,1089321.42,0.6368,0.8846,0.7669,0.44,0.4467,6.614,0.7628,1
63,M,Incomplete higher,Working,Married,House / apartment,6,189796.66,736135.66,35446.54,609160.9,0.9515,0.82,0.7344,1.21,0.1868,3.8785,0.8353,0
60,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,255700.55,532049.0,17585.04,593380.98,0.9514,0.6668,0.694,2.78,0.0688,2.0807,0.7707,0
26,F,Incomplete higher,Working,Single / not married,House / apartment,1,173592.38,956089.46,54903.04,1082124.06,0.674,0.5479,0.8058,10.85,0.3163,5.5076,0.6759,1
40,M,Secondary / secondary special,Commercial associate,Married,House / apartment,3,160831.02,232805.28,13100.46,236739.34,0.5561,0.5793,0.431,4.49,0.0815,1.4475,0.5221,1
31,M,Higher education,Working,Married,Rented apartment,2,144921.4,589906.18,35679.88,605423.54,0.704,0.9442,0.5592,0.91,0.2462,4.0705,0.7358,1
52,M,Incomplete higher,Commercial associate,Single / not married,House / apartment,2,71508.24,224991.2,11247.18,194749.87,0.6718,0.8556,0.8501,13.76,0.1573,3.1463,0.7925,0
47,M,Secondary / secondary special,Pensioner,Single / not married,House / apartment,3,222350.19,913074.29,27835.11,732581.71,0.727,0.6422,0.8213,5.36,0.1252,4.1065,0.7302,1
41,F,Secondary / secondary special,Commercial associate,Married,Municipal apartment,1,270652.58,362885.41,19030.03,370588.72,0.5535,0.8976,0.6856,2.5,0.0703,1.3408,0.7122,0
64,M,Lower secondary,Working,Civil marriage,Rented apartment,3,230228.63,808901.73,37506.25,865471.14,0.8154,0.6447,0.75,1.94,0.1629,3.5135,0.7367,0
33,M,Incomplete higher,Working,Civil marriage,House / apartment,3,158615.22,340666.08,20333.77,280374.6,0.8008,0.8696,0.4085,21.01,0.1282,2.1477,0.693,0
42,F,Higher education,Pensioner,Married,House / apartment,3,118629.87,819007.88,28773.13,891743.14,0.6047,0.5627,0.7733,3.82,0.2425,6.9038,0.6469,1
55,F,Secondary / secondary special,Working,Married,House / apartment,5,176698.21,413896.84,30223.48,400409.74,0.5432,0.685,0.6995,0.34,0.171,2.3424,0.6425,0
67,M,Secondary / secondary special,Working,Married,House / apartment,1,260784.83,609975.77,46196.93,665254.95,0.2803,0.8059,0.4581,2.52,0.1771,2.339,0.5148,0
42,F,Secondary / secondary special,Working,Civil marriage,House / apartment,3,142208.59,424429.23,30173.93,355336.65,0.8347,0.5156,0.505,6.13,0.2122,2.9845,0.6184,0
48,F,Higher education,Commercial associate,Married,House / apartment,4,93219.19,294883.9,22638.28,301315.33,0.989,0.768,0.6049,0.41,0.2428,3.1633,0.7873,0
41,M,Higher education,Working,Married,With parents,2,164095.96,372505.35,17625.02,389166.73,0.9198,0.7675,0.8037,1.85,0.1074,2.27,0.8304,0
66,F,Higher education,Working,Married,House / apartment,6,440781.34,694277.79,25937.65,683244.01,0.6415,0.9449,0.851,5.38,0.0588,1.5751,0.8125,0
38,F,Higher education,Commercial associate,Married,With parents,2,282890.3,146132.17,6129.47,150462.84,0.4685,0.9691,0.7964,7.51,0.0217,0.5166,0.7447,0
51,M,Higher education,Commercial associate,Separated,Rented apartment,3,102205.03,749840.52,59976.84,753309.78,0.4388,0.9556,0.8381,9.55,0.5868,7.3366,0.7442,1
66,F,Higher education,Pensioner,Civil marriage,House / apartment,1,332945.78,420149.29,34631.74,396742.87,0.3863,0.6397,0.8913,4.48,0.104,1.2619,0.6391,0
57,F,Secondary / secondary special,Commercial associate,Married,Municipal apartment,3,86795.02,355644.08,11389.71,381774.86,0.6519,0.6879,0.7271,4.16,0.1312,4.0975,0.689,0
41,F,Higher education,Working,Single / not married,House / apartment,2,328615.98,164031.97,14430.8,185418.39,0.8333,0.7793,0.6515,1.68,0.0439,0.4992,0.7547,0
34,F,Secondary / secondary special,Working,Married,Rented apartment,2,128482.1,511676.24,36613.67,541569.89,0.296,0.9584,0.8136,4.18,0.285,3.9824,0.6893,0
45,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,164391.23,277832.99,24816.3,243072.51,0.6299,0.7982,0.8146,8.95,0.151,1.6901,0.7476,0
47,F,Secondary / secondary special,Commercial associate,Civil marriage,With parents,2,86168.69,353978.62,14530.2,368865.83,0.8719,0.7498,0.4252,2.55,0.1686,4.1079,0.6823,0
60,F,Higher education,Working,Married,Rented apartment,4,404417.54,689032.3,54593.44,707724.85,0.7399,0.7712,0.8453,14.3,0.135,1.7038,0.7855,0
